yyyy,mm,tmax_degc,tmin_degc,af_days,rain_mm,sun_hours,sun_hours_measurement_via,tmax_degc_estimated,tmin_degc_estimated,af_days_estimated,rain_mm_estimated,sun_hours_estimated,provisional
2000,5,13.8,6.0,0,58.2,,,N,N,N,N,N,N
2000,6,,,,55.6,,,N,N,N,N,N,N
2000,7,16.6,10.8,0,25.8,,,N,N,N,N,N,N
2000,8,17.5,10.6,0,99.6,,,N,N,N,N,N,N
2000,9,15.4,10.1,0,159.6,,,N,N,N,N,N,N
2000,10,11.6,6.2,0,186.8,,,N,N,N,N,N,N
2000,11,8.2,3.4,1,182.8,,,N,N,N,N,N,N
2000,12,7.0,3.2,8,189.6,,,N,N,N,N,N,N
2001,1,,1.5,7,100.2,,,N,N,N,N,N,N
2001,2,,,,94.7,,,N,N,N,N,N,N
2001,3,7.0,1.4,7,59.4,,,N,N,N,N,N,N
2001,4,8.9,3.2,1,64.2,,,N,N,N,N,N,N
2001,5,15.1,7.2,0,41.8,,,N,N,N,N,N,N
2001,6,14.7,8.1,0,81.4,,,N,N,N,N,N,N
2001,7,16.6,10.5,0,51.2,,,N,N,N,N,N,N
2001,8,17.2,10.8,0,113.2,,,N,N,N,N,N,N
2001,9,14.6,9.8,0,72.2,,,N,N,N,N,N,N
2001,10,14.0,9.4,0,148.6,,,N,N,N,N,N,N
2001,11,10.0,5.2,0,161.6,,,N,N,N,N,N,N
2001,12,7.4,2.4,6,123.4,,,N,N,N,N,N,N
2002,1,8.8,3.7,1,103.0,,,N,N,N,N,N,N
2002,2,7.8,2.6,2,202.0,,,N,N,N,N,N,N
2002,3,9.7,3.5,2,77.4,,,N,N,N,N,N,N
2002,4,11.0,4.5,3,96.2,,,N,N,N,N,N,N
2002,5,13.3,6.6,0,137.4,,,N,N,N,N,N,N
2002,6,15.2,9.5,0,151.0,,,N,N,N,N,N,N
2002,7,15.5,10.1,0,90.2,,,N,N,N,N,N,N
2002,8,17.6,11.2,0,71.2,,,N,N,N,N,N,N
2002,9,15.9,9.9,0,57.4,,,N,N,N,N,N,N
2002,10,10.9,6.3,0,248.2,,,N,N,N,N,N,N
2002,11,9.9,5.8,0,249.8,,,N,N,N,N,N,N
2002,12,7.0,4.1,2,105.4,,,N,N,N,N,N,N
2003,1,6.8,2.3,5,116.5,,,N,N,N,N,N,N
2003,2,6.7,2.1,4,61.8,,,N,N,N,N,N,N
2003,3,10.8,3.3,3,34.8,,,N,N,N,N,N,N
2003,4,12.0,5.6,0,43.2,,,N,N,N,N,N,N
2003,5,12.9,6.7,0,111.5,,,N,N,N,N,N,N
2003,6,16.9,9.9,0,52.0,,,N,N,N,N,N,N
2003,7,18.3,12.3,0,57.4,,,N,N,N,N,N,N
2003,8,18.5,11.7,0,25.0,,,N,N,N,N,N,N
2003,9,15.8,9.8,0,68.4,,,N,N,N,N,N,N
2003,10,11.0,6.3,0,73.8,,,N,N,N,N,N,N
2003,11,9.8,5.2,0,168.8,,,N,N,N,N,N,N
2003,12,7.8,3.4,4,108.8,,,N,N,N,N,N,N
2004,1,7.0,2.9,3,144.4,,,N,N,N,N,N,N
2004,2,7.5,2.2,6,54.5,,,N,N,N,N,N,N
2004,3,8.9,3.1,3,89.8,,,N,N,N,N,N,N
2004,4,10.8,5.3,0,96.6,,,N,N,N,N,N,N
2004,5,13.2,6.7,0,50.2,,,N,N,N,N,N,N
2004,6,15.9,10.1,0,139.2,,,N,N,N,N,N,N
2004,7,16.4,10.3,0,63.6,,,N,N,N,N,N,N
2004,8,17.4,12.2,0,118.6,,,N,N,N,N,N,N
2004,9,15.4,10.3,0,103.0,,,N,N,N,N,N,N
2004,10,11.1,6.2,0,171.8,,,N,N,N,N,N,N
2004,11,9.6,6.4,2,109.4,,,N,N,N,N,N,N
2004,12,8.6,3.5,2,128.6,,,N,N,N,N,N,N
2005,1,8.1,3.5,3,120.4,,,N,N,N,N,N,N
2005,2,,,,67.4,,,N,N,N,N,N,N
2005,3,9.5,4.7,2,69.8,,,N,N,N,N,N,N
2005,4,11.2,4.6,1,99.9,,,N,N,N,N,N,N
2005,5,12.7,5.5,0,86.0,,,N,N,N,N,N,N
2005,6,16.1,10.5,0,62.8,,,N,N,N,N,N,N
2005,7,17.0,11.0,0,34.0,,,N,N,N,N,N,N
2005,8,16.9,11.0,0,103.6,,,N,N,N,N,N,N
2005,9,16.0,10.6,0,107.6,,,N,N,N,N,N,N
2005,10,13.5,8.8,0,159.6,,,N,N,N,N,N,N
2005,11,9.3,3.7,4,77.4,,,N,N,N,N,N,N
2005,12,8.1,4.0,0,143.0,,,N,N,N,N,N,N
2006,1,7.3,2.7,5,67.8,,,N,N,N,N,N,N
2006,2,7.4,2.2,5,47.0,,,N,N,N,N,N,N
2006,3,7.4,2.0,6,169.0,,,N,N,N,N,N,N
2006,4,9.7,3.7,2,94.0,,,N,N,N,N,N,N
2006,5,13.0,6.6,0,114.0,,,N,N,N,N,N,N
2006,6,16.6,9.8,0,62.0,,,N,N,N,N,N,N
2006,7,19.9,11.9,0,64.8,,,N,N,N,N,N,N
2006,8,16.3,11.4,0,102.8,,,N,N,N,N,N,N
2006,9,16.8,11.0,0,115.6,,,N,N,N,N,N,N
2006,10,13.9,9.0,0,176.4,,,N,N,N,N,N,N
2006,11,9.3,4.5,0,183.4,,,N,N,N,N,N,N
2006,12,8.0,3.3,2,157.8,,,N,N,N,N,N,N
2007,1,8.3,3.5,2,143.0,,,N,N,N,N,N,N
2007,2,8.1,3.1,4,150.4,,,N,N,N,N,N,N
2007,3,9.2,2.9,2,91.6,,,N,N,N,N,N,N
2007,4,13.3,6.3,0,23.8,,,N,N,N,N,N,N
2007,5,13.7,6.4,0,89.8,,,N,N,N,N,N,N
2007,6,15.8,9.8,0,160.8,,,N,N,N,N,N,N
2007,7,16.3,10.1,0,122.2,,,N,N,N,N,N,N
2007,8,15.7,11.1,0,111.6,,,N,N,N,N,N,N
2007,9,14.7,9.7,0,112.2,,,N,N,N,N,N,N
2007,10,14.0,8.6,0,83.8,,,N,N,N,N,N,N
2007,11,10.1,6.4,0,107.0,,,N,N,N,N,N,N
2007,12,8.2,3.6,0,113.0,,,N,N,N,N,N,N
2008,1,7.4,2.8,2,268.0,,,N,N,N,N,N,N
2008,2,9.1,3.0,3,67.4,,,N,N,N,N,N,N
2008,3,7.8,2.4,3,212.4,,,N,N,N,N,N,N
2008,4,9.9,4.0,0,58.6,,,N,N,N,N,N,N
2008,5,15.4,8.0,0,25.0,,,N,N,N,N,N,N
2008,6,15.7,8.7,0,81.0,,,N,N,N,N,N,N
2008,7,17.0,11.3,0,145.2,,,N,N,N,N,N,N
2008,8,16.8,11.8,0,313.0,,,N,N,N,N,N,N
2008,9,14.9,9.3,0,186.0,,,N,N,N,N,N,N
2008,10,11.2,5.7,0,184.0,,,N,N,N,N,N,N
2008,11,8.6,4.4,2,104.6,,,N,N,N,N,N,N
2008,12,6.9,1.5,10,83.6,,,N,N,N,N,N,N
2009,1,6.3,1.3,8,146.0,,,N,N,N,N,N,N
2009,2,6.8,2.8,6,56.6,,,N,N,N,N,N,N
2009,3,8.9,3.2,3,99.0,,,N,N,N,N,N,N
2009,4,11.4,5.2,0,113.6,,,N,N,N,N,N,N
2009,5,13.6,6.5,0,129.8,,,N,N,N,N,N,N
2009,6,16.7,9.2,0,72.8,,,N,N,N,N,N,N
2009,7,17.4,11.1,0,121.6,,,N,N,N,N,N,N
2009,8,17.4,10.9,0,177.8,,,N,N,N,N,N,N
2009,9,15.2,9.7,0,55.4,,,N,N,N,N,N,N
2009,10,13.0,8.2,0,205.8,,,N,N,N,N,N,N
2009,11,9.1,4.4,0,274.8,,,N,N,N,N,N,N
2009,12,5.6,1.2,12,110.6,,,N,N,N,N,N,N
2010,1,4.9,0.8,11,136.0,,,N,N,N,N,N,N
2010,2,4.8,0.0,13,115.2,,,N,N,N,N,N,N
2010,3,8.2,2.0,8,145.8,,,N,N,N,N,N,N
2010,4,11.4,4.1,3,72.6,,,N,N,N,N,N,N
2010,5,12.6,6.1,0,42.4,,,N,N,N,N,N,N
2010,6,16.6,9.9,0,31.8,,,N,N,N,N,N,N
2010,7,17.3,11.1,0,172.6,,,N,N,N,N,N,N
2010,8,16.0,10.3,0,107.2,,,N,N,N,N,N,N
2010,9,15.3,10.0,0,175.0,,,N,N,N,N,N,N
2010,10,12.4,6.8,1,80.0,,,N,N,N,N,N,N
2010,11,7.3,2.4,6,169.4,,,N,N,N,N,N,N
2010,12,4.0,-0.3,19,77.6,,,N,N,N,N,N,N
2011,1,6.0,1.4,7,73.6,,,N,N,N,N,N,N
2011,2,8.2,3.0,1,190.0,,,N,N,N,N,N,N
2011,3,9.2,2.9,2,63.0,,,N,N,N,N,N,N
2011,4,14.0,6.3,0,40.2,,,N,N,N,N,N,N
2011,5,13.1,7.1,0,106.4,,,N,N,N,N,N,N
2011,6,14.6,7.9,0,104.2,,,N,N,N,N,N,N
2011,7,15.8,9.6,0,93.2,,,N,N,N,N,N,N
2011,8,15.5,9.9,0,85.2,,,N,N,N,N,N,N
2011,9,15.7,10.3,0,105.8,,,N,N,N,N,N,N
2011,10,12.9,8.0,0,229.8,,,N,N,N,N,N,N
2011,11,11.4,6.4,0,133.6,,,N,N,N,N,N,N
2011,12,7.0,2.5,1,246.4,,,N,N,N,N,N,N
2012,1,7.4,3.2,0,159.8,,,N,N,N,N,N,N
2012,2,8.1,4.3,2,64.4,,,N,N,N,N,N,N
2012,3,10.8,5.2,0,35.0,,,N,N,N,N,N,N
2012,4,9.0,3.1,2,81.8,,,N,N,N,N,N,N
2012,5,13.4,6.3,1,81.6,,,N,N,N,N,N,N
2012,6,14.0,8.3,0,226.0,,,N,N,N,N,N,N
2012,7,15.4,10.0,0,143.2,,,N,N,N,N,N,N
2012,8,17.3,11.1,0,106.6,,,N,N,N,N,N,N
2012,9,14.3,8.8,0,139.8,,,N,N,N,N,N,N
2012,10,10.7,5.5,0,179.6,,,N,N,N,N,N,N
2012,11,8.2,3.8,1,78.4,,,N,N,N,N,N,N
2012,12,6.8,2.5,2,196.0,,,N,N,N,N,N,N
2013,1,6.4,2.6,4,144.4,,,N,N,N,N,N,N
2013,2,6.2,1.7,6,97.6,,,N,N,N,N,N,N
2013,3,4.4,0.6,13,106.0,,,N,N,N,N,N,N
2013,4,8.8,3.0,5,90.8,,,N,N,N,N,N,N
2013,5,11.8,5.6,0,133.6,,,N,N,N,N,N,N
2013,6,15.6,8.7,0,120.2,,,N,N,N,N,N,N
2013,7,19.6,11.9,0,61.4,,,N,N,N,N,N,N
2013,8,17.3,11.2,0,71.0,,,N,N,N,N,N,N
2013,9,15.2,9.7,0,140.6,,,N,N,N,N,N,N
2013,10,13.1,8.5,0,218.6,,,N,N,N,N,N,N
2013,11,8.2,3.7,2,84.9,,,N,N,N,N,N,N
2013,12,8.2,3.8,0,143.6,,,N,N,N,N,N,N
2014,1,6.7,2.7,1,218.0,,,N,N,N,N,N,N
2014,2,7.0,2.3,1,239.2,,,N,N,N,N,N,N
2014,3,9.1,3.7,3,84.6,,,N,N,N,N,N,N
2014,4,12.2,5.9,0,44.4,,,N,N,N,N,N,N
2014,5,13.6,7.6,0,79.6,,,N,N,N,N,N,N
2014,6,15.4,9.8,0,71.6,,,N,N,N,N,N,N
2014,7,18.5,11.9,0,78.6,,,N,N,N,N,N,N
2014,8,15.5,10.3,0,173.8,,,N,N,N,N,N,N
2014,9,16.6,10.4,0,12.2,,,N,N,N,N,N,N
2014,10,13.2,7.6,0,148.6,,,N,N,N,N,N,N
2014,11,9.9,5.5,0,213.3,,,N,N,N,N,N,N
2014,12,7.1,2.3,4,199.8,,,N,N,N,N,N,N
2015,1,6.5,1.0,10,145.2,,,N,N,N,N,N,N
2015,2,6.4,1.4,4,97.4,,,N,N,N,N,N,N
2015,3,8.7,2.1,8,100.6,,,N,N,N,N,N,N
2015,4,11.0,2.8,2,57.8,,,N,N,N,N,N,N
2015,5,11.3,5.7,0,145.0,,,N,N,N,N,N,N
2015,6,14.6,7.9,0,51.8,,,N,N,N,N,N,N
2015,7,15.6,9.7,0,171.8,,,N,N,N,N,N,N
2015,8,16.7,9.8,0,119.4,,,N,N,N,N,N,N
2015,9,14.3,9.1,0,61.2,,,N,N,N,N,N,N
2015,10,13.2,7.3,0,89.8,,,N,N,N,N,N,N
2015,11,10.6,4.9,1,207.9,,,N,N,N,N,N,N
2015,12,9.7,4.2,1,188.4,,,N,N,N,N,N,N
2016,1,7.4,3.0,5,229.0,,,N,N,N,N,N,N
2016,2,6.5,1.6,4,115.6,,,N,N,N,N,N,N
2016,3,8.8,3.2,0,67.8,,,N,N,N,N,N,N
2016,4,8.7,2.9,3,91.4,,,N,N,N,N,N,N
2016,5,14.4,6.5,0,48.4,,,N,N,N,N,N,N
2016,6,16.5,10.0,0,71.0,,,N,N,N,N,N,N
2016,7,16.6,10.6,0,105.8,,,N,N,N,N,N,N
2016,8,17.3,11.3,0,71.9,,,N,N,N,N,N,N
2016,9,16.9,10.5,0,72.8,,,N,N,N,N,N,N
2016,10,12.5,7.9,0,60.2,,,N,N,N,N,N,N
2016,11,8.0,3.1,7,108.8,,,N,N,N,N,N,N
2016,12,9.4,4.8,0,80.0,,,N,N,N,N,N,N
2017,1,7.6,3.3,4,86.8,,,N,N,N,N,N,Y
2017,2,7.8,2.9,4,90.4,,,N,N,N,N,N,Y
2017,3,10.3,3.8,3,120.0,,,N,N,N,N,N,Y
2017,4,10.5,5.1,0,38.6,,,N,N,N,N,N,Y
2017,5,15.7,7.4,0,63.4,,,N,N,N,N,N,Y
2017,6,16.4,10.1,0,96.2,,,N,N,N,N,N,Y
2017,7,16.8,10.2,0,175.2,,,N,N,N,N,N,Y
2017,8,16.7,10.5,0,101.8,,,N,N,N,N,N,Y
2017,9,14.8,9.2,0,178.6,,,N,N,N,N,N,Y
2017,10,13.4,8.3,0,115.0,,,N,N,N,N,N,Y
2017,11,8.2,4.1,1,148.0,,,N,N,N,N,N,Y
2017,12,7.3,3.3,4,140.8,,,N,N,N,N,N,Y
2018,1,6.4,1.9,6,198.2,,,N,N,N,N,N,Y
